id,year,region,wine,beer,vodka,champagne,brandy,total_consumption
1514,2016,"Oryol Oblast",6.40,44.20,4.10,1.20,0.50,56.40
1515,2016,"Penza Oblast",5.90,51.10,4.40,0.60,0.30,62.30
1516,2016,"Perm Krai",5.50,51.50,7.10,0.90,0.70,65.70
1517,2016,"Primorsky Krai",6.80,72.40,8.60,2.20,0.80,90.80
1518,2016,"Pskov Oblast",10.40,38.50,6.40,1.50,0.80,57.60
1519,2016,"Altai Republic",4.50,42.20,6.60,1.00,0.30,54.60
1520,2016,"Komi Republic",9.60,63.40,12.50,1.60,1.20,88.30
1521,2016,"Tuva Republic",1.90,59.50,2.40,0.50,0.20,64.50
1522,2016,"Rostov Oblast",4.20,55.40,3.80,1.10,0.50,65.00
1523,2016,"Ryazan Oblast",6.30,41.10,4.90,1.20,0.60,54.10
1524,2016,"Samara Oblast",6.20,59.90,4.30,1.20,0.60,72.20
1525,2016,"Saint Petersburg",7.10,33.70,6.30,1.90,1.20,50.20
1526,2016,"Saratov Oblast",4.60,42.10,2.90,0.80,0.40,50.80
1527,2016,"Sakhalin Oblast",7.60,58.30,12.80,3.30,1.30,83.30
1528,2016,"Sverdlovsk Oblast",7.60,55.50,7.30,1.70,1.00,73.10
1529,2016,Sevastopol,5.40,22.90,7.00,1.80,1.10,38.20
1530,2016,"Republic of North Ossetia-Alania",0.50,17.30,0.40,0.40,0.10,18.70
1531,2016,"Smolensk Oblast",7.90,48.00,6.80,1.60,0.80,65.10
1532,2016,"Stavropol Krai",3.80,57.40,2.30,1.10,0.50,65.10
1533,2016,"Tambov Oblast",4.80,58.20,3.00,0.80,0.40,67.20
1534,2016,"Republic of Tatarstan",4.40,59.10,9.00,0.60,0.50,73.60
1535,2016,"Tver Oblast",7.80,63.60,7.90,1.60,0.70,81.60
1536,2016,"Tomsk Oblast",5.10,43.40,4.50,1.40,0.60,55.00
1537,2016,"Tula Oblast",5.50,43.10,4.70,1.00,0.50,54.80
1538,2016,"Tyumen Oblast",5.10,73.40,8.40,1.90,1.10,89.90
1539,2016,"Udmurt Republic",5.50,58.10,8.60,0.90,0.60,73.70
1540,2016,"Ulyanovsk Oblast",6.60,46.90,4.60,1.10,0.50,59.70
1541,2016,"Khabarovsk Krai",7.00,73.70,11.20,2.60,0.90,95.40
1542,2016,"Republic of Khakassia",4.30,79.10,4.70,1.40,0.50,90.00
1543,2016,"Khantyâ€“Mansi Autonomous Okrug â€“ Yugra",4.30,67.50,9.20,2.00,1.30,84.30
1544,2016,"Chelyabinsk Oblast",5.30,42.60,5.10,1.20,0.60,54.80
1545,2016,"Chuvash Republic",5.00,42.30,7.70,0.70,0.40,56.10
1546,2016,"Chukotka Autonomous Okrug",3.90,34.00,11.60,1.80,1.10,52.40
1547,2016,"Sakha (Yakutia) Republic",4.30,56.10,8.20,1.80,0.50,70.90
1548,2016,"Yamalo-Nenets Autonomous Okrug",4.50,75.80,8.20,1.70,1.30,91.50
1549,2016,"Yaroslavl Oblast",10.20,38.00,8.90,1.40,1.00,59.50
